,path,class,span
7593,./train_embeddings/article783702663_423.pt,NoClass,"every believer, how much graver is it for the Church’s supreme pastor,"
7594,./train_embeddings/article783702663_424.pt,NoClass,unpunished in this world
7595,./train_embeddings/article783702663_425.pt,NoClass,oppose evil
7596,./train_embeddings/article783702663_426.pt,NoClass,now emerges mountainously into
7597,./train_embeddings/article783702663_427.pt,NoClass,"bitter end; indeed, he"
7598,./train_embeddings/article783702663_428.pt,NoClass,"Body of Christ, including the favor shown to him"
7599,./train_embeddings/article783702663_429.pt,NoClass,"Detroit, Michigan issued a statement calling Viganò’s"
7600,./train_embeddings/article783702663_430.pt,NoClass,was McCarrick who
7601,./train_embeddings/article783702663_431.pt,NoClass,"if he had already known the matter for some time, and he immediately changed the subject. But then,"
7602,./train_embeddings/article783702663_432.pt,NoClass,"testimony by declaring that all of the prelates involved (many others are implicated), including Bergoglio, should resign their offices for the good of the Church. As"
7603,./train_embeddings/article783702663_433.pt,NoClass,"No, Bergoglio cannot “simply fire” bishops."
7604,./train_embeddings/article783702663_434.pt,NoClass,"participate in public meetings, to"
7605,./train_embeddings/article783702663_435.pt,NoClass,"media, is somehow powerless to dismiss Modernist bishops who have created an obscene"
7606,./train_embeddings/article783702663_436.pt,NoClass,"not only from without, but the sufferings of the Church come precisely from within the Church, from the sin existing within the Church. This too"
7607,./train_embeddings/article783702663_437.pt,NoClass,and are strangling
7608,./train_embeddings/article783702663_438.pt,NoClass,"an existing worldwide homosexual network, and that there"
7609,./train_embeddings/article783702663_439.pt,NoClass,"as the Pennsylvania grand jury report documents, Wuerl assisted McCarrick"
7610,./train_embeddings/article783702663_440.pt,NoClass,"Rome, the successive"
7611,./train_embeddings/article783702663_441.pt,NoClass,"integrity of her doctrine and discipline that must be defended against enemies, but only Bergoglio and the regime"
7612,./train_embeddings/article783702663_442.pt,NoClass,W. Tobin to Newark were orchestrated
7613,./train_embeddings/article783702663_443.pt,NoClass,Time for the laity to demand a new Shepherd.” Even
7614,./train_embeddings/article723501118_0.pt,Loaded_Language,a hopeless hellhole
7615,./train_embeddings/article723501118_1.pt,Exaggeration-Minimisation,a hopeless hellhole where the native population is overtaxed and terrorized by warring foreign gangs
7616,./train_embeddings/article723501118_2.pt,Doubt,Of course they can't cope
7617,./train_embeddings/article723501118_3.pt,Loaded_Language,Demolition Man
7618,./train_embeddings/article723501118_4.pt,Loaded_Language,stamped out
7619,./train_embeddings/article723501118_5.pt,Conversation_Killer,Sweden. That tells you everything
7620,./train_embeddings/article723501118_6.pt,Doubt,Mass repression and police powers that don't actually address the cause of the problem
7621,./train_embeddings/article723501118_7.pt,NoClass,gang violence keeps rising.
7622,./train_embeddings/article723501118_8.pt,NoClass,and terrorized by warring foreign gangs. We're getting there too. What should we do? Maybe we
7623,./train_embeddings/article723501118_9.pt,NoClass,Army Against Immigrant Gangs Progressives say
7624,./train_embeddings/article723501118_10.pt,NoClass,our country into
7625,./train_embeddings/article723501118_11.pt,NoClass,that the police
7626,./train_embeddings/article723501118_12.pt,NoClass,Grenade Amnesty doesn't seem to have
7627,./train_embeddings/article723501118_13.pt,NoClass,bureaucrats with badges who are used to telling people not to raise their voices. Four
7628,./train_embeddings/article723844295_0.pt,Loaded_Language,shocking claim
7629,./train_embeddings/article723844295_1.pt,Doubt,government is covering up a big story about terrorism
7630,./train_embeddings/article723844295_2.pt,Doubt,"something is not adding up,”"
7631,./train_embeddings/article723844295_3.pt,Repetition,waiting and waiting and waiting
7632,./train_embeddings/article723844295_4.pt,Flag_Waving,all Americans
7633,./train_embeddings/article723844295_5.pt,Causal_Oversimplification,"“If ISIS warns about an attack and then an attack occurs and claims responsibility after the fact, it seems to me that at a minimum, they should have some portion of the investigation to clearly debunk that claim and, yet, it hasn’t happened,” he said"
7634,./train_embeddings/article723844295_6.pt,NoClass,what I feel
7635,./train_embeddings/article723844295_7.pt,NoClass,"an appearance with Tucker Carlson on Fox, Rep. Scott Perry"
7636,./train_embeddings/article723844295_8.pt,NoClass,the Vegas massacre (video) Personal Liberty
7637,./train_embeddings/article723844295_9.pt,NoClass,and waiting for evidence.” Perry noted
7638,./train_embeddings/article723844295_10.pt,NoClass,a forthcoming attack
7639,./train_embeddings/article723844295_11.pt,NoClass,"that, I’m asking you right now to share it with us and tell us what that is. My clients… victims, all 22,000 people have been waiting and waiting and waiting for evidence.” Perry noted that all Americans are still lacking all the evidence. “We’ve all been"
7640,./train_embeddings/article793467906_0.pt,Loaded_Language,swamp
7641,./train_embeddings/article793467906_1.pt,Flag_Waving,American culture
7642,./train_embeddings/article793467906_2.pt,Name_Calling-Labeling,women-centric
7643,./train_embeddings/article793467906_3.pt,Loaded_Language,meshed nicely
7644,./train_embeddings/article793467906_4.pt,Name_Calling-Labeling,angry left-wing Democrats
7645,./train_embeddings/article793467906_5.pt,Loaded_Language,even bigger disaster
7646,./train_embeddings/article793467906_6.pt,Loaded_Language,same old failed politics
7647,./train_embeddings/article793467906_7.pt,Repetition,swiftly undo
7648,./train_embeddings/article793467906_8.pt,False_Dilemma-No_Choice,"Appointing her to the UN would give Trump, Jeb Bush's policies"
7649,./train_embeddings/article793467906_9.pt,Exaggeration-Minimisation,one of the worst swamp creatures in D.C
7650,./train_embeddings/article793467906_10.pt,Loaded_Language,worst swamp creatures
7651,./train_embeddings/article793467906_11.pt,Repetition,swamp
7652,./train_embeddings/article793467906_12.pt,NoClass,pet project
7653,./train_embeddings/article793467906_13.pt,NoClass,as a gatekeeper
7654,./train_embeddings/article793467906_14.pt,NoClass,Jarrett. The
7655,./train_embeddings/article793467906_15.pt,NoClass,"Jarrett introduced Powell,"
7656,./train_embeddings/article793467906_16.pt,NoClass,– President Donald Trump’s
7657,./train_embeddings/article793467906_17.pt,NoClass,to the UN would
7658,./train_embeddings/article793467906_18.pt,NoClass,around with Valerie Jarrett or
7659,./train_embeddings/article793467906_19.pt,NoClass,national security background.
7660,./train_embeddings/article793467906_20.pt,NoClass,mutual understanding between her beliefs and culture and American culture.” And Powell
7661,./train_embeddings/article793467906_21.pt,NoClass,"Abedin. You could see her posing next to Huma,"
7662,./train_embeddings/article793467906_22.pt,NoClass,"Obama’s closest adviser, Valerie"
7663,./train_embeddings/article793467906_23.pt,NoClass,unmasker. And
7664,./train_embeddings/article735090638_0.pt,Name_Calling-Labeling,radical leftist boss
7665,./train_embeddings/article735090638_1.pt,Exaggeration-Minimisation,quite clearly
7666,./train_embeddings/article735090638_2.pt,Appeal_to_Authority,“making clear that this reckless decision was based on her political agenda.”
7667,./train_embeddings/article735090638_3.pt,Loaded_Language,this reckless decision
7668,./train_embeddings/article735090638_4.pt,Appeal_to_Authority,some of them were able to elude us thanks to the mayor’s irresponsible decision.”
7669,./train_embeddings/article735090638_5.pt,Loaded_Language,irresponsible decision
7670,./train_embeddings/article735090638_6.pt,Red_Herring,a Democrat
7671,./train_embeddings/article735090638_7.pt,Name_Calling-Labeling,a gang lookout yelling ‘police’
7672,./train_embeddings/article735090638_8.pt,Appeal_to_Authority,"community's a lot less safe than it would've been."""
7673,./train_embeddings/article735090638_9.pt,Exaggeration-Minimisation,And Dems have become honorary members of MS-13
7674,./train_embeddings/article735090638_10.pt,NoClass,was based on her
7675,./train_embeddings/article735090638_11.pt,NoClass,writing that “multiple
7676,./train_embeddings/article735090638_12.pt,NoClass,"a gang lookout yelling ‘police’ when a police cruiser comes in the neighborhood,"
7677,./train_embeddings/article735090638_13.pt,NoClass,believe that some of
7678,./train_embeddings/article735090638_14.pt,NoClass,"public safety threat criminals ... that we are unable to locate because of that warning,"
7679,./train_embeddings/article735090638_15.pt,NoClass,a lot less
7680,./train_embeddings/article735090638_16.pt,NoClass,was based on
7681,./train_embeddings/article735090638_17.pt,NoClass,"large in the community, and I"
7682,./train_embeddings/article735090638_18.pt,NoClass,into whether Oakland Mayor Libby Schaaf obstructed justice by warning
7683,./train_embeddings/article735090638_19.pt,NoClass,have become honorary members of MS-13. And those who
7684,./train_embeddings/article764664283_0.pt,Name_Calling-Labeling,Foolish Religion Author Gary Wills
7685,./train_embeddings/article764664283_1.pt,Causal_Oversimplification,the only reason why there is general interest in the Qur’an among non-Muslims is to seek an answer to the question of whether or not it justifies and encourages Islamic terrorism
7686,./train_embeddings/article764664283_2.pt,Loaded_Language,the duty to kill infidels
7687,./train_embeddings/article764664283_3.pt,Appeal_to_Fear-Prejudice,kill infidels
7688,./train_embeddings/article764664283_4.pt,Name_Calling-Labeling,infidels
7689,./train_embeddings/article764664283_5.pt,Doubt,"That would be good to know, were Wills a reliable witness. Unfortunately, he proves to be just the opposite"
